AU1,AU2,AU4,AU6,AU7,AU9,AU12,AU15,AU16,AU20,AU23,AU26,Left,Lower,Right,Upper,class
0.0,0.0,0.22,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.32,0.0,0.33,2.0,1.88,0.22,Positive
0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.7,0.0,0.0,1.7,1.7,0.0,Neutral
0.22,0.0,0.22,0.0,0.0,0.55,1.25,0.0,0.0,0.0,0.9,0.0,0.57,1.8,1.7,0.47,Negative
0.0,0.0,0.38,0.0,0.2,0.18,0.97,0.0,0.0,0.0,0.63,0.63,0.82,1.79,1.55,0.58,Negative
0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.18,0.0,2.0,2.2,0.2,0.0,Negative
0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.5,1.5,1.5,1.5,1.5,0.45,1.63,1.72,0.53,Negative
0.0,0.0,0.25,0.07,0.0,0.07,1.88,0.0,0.0,0.0,1.88,0.0,0.0,1.88,2.2,0.32,Positive
0.0,0.0,0.15,0.15,0.0,0.0,1.88,0.0,0.0,0.0,1.88,0.0,0.15,1.88,1.88,0.15,Neutral
0.0,0.0,0.0,0.0,0.0,0.22,2.95,0.0,0.0,0.0,1.75,0.0,0.22,3.06,2.73,0.0,Negative
0.0,0.0,0.0,0.07,0.0,0.0,4.02,0.0,3.67,0.9,0.55,0.0,3.39,4.02,1.38,0.93,Negative
0.0,0.0,0.0,0.24,0.0,0.15,1.85,0.0,1.3,1.3,0.0,0.0,0.39,2.0,1.85,0.24,Negative
0.27,0.0,0.0,0.0,0.65,0.18,0.65,0.0,0.0,0.48,0.0,0.0,1.07,0.65,0.97,1.38,Negative
0.13,0.0,0.0,0.17,0.0,0.2,1.48,0.0,0.0,0.0,0.0,0.0,0.5,1.68,1.48,0.3,Positive
0.0,0.0,0.0,0.47,0.0,0.22,1.38,0.0,1.38,1.38,1.38,0.0,2.06,1.38,0.0,0.68,Neutral
0.0,0.0,0.0,0.02,0.0,0.43,1.3,0.0,0.0,0.0,0.0,0.0,0.68,1.58,1.32,0.42,Negative
0.0,0.0,0.0,0.0,0.4,0.0,1.18,0.62,0.95,1.8,0.95,0.62,0.55,1.8,1.8,0.55,Negative
0.0,0.0,0.0,0.0,0.0,0.15,0.15,2.41,2.41,2.41,2.41,0.0,0.0,2.56,2.71,0.15,Negative
0.0,0.0,0.0,0.0,0.35,0.0,1.71,0.12,1.38,1.38,0.33,0.0,0.57,1.83,1.81,0.55,Negative
0.17,0.0,0.0,0.0,0.0,0.18,0.83,0.0,0.83,0.0,0.0,0.0,0.63,1.13,0.95,0.45,Positive
0.0,0.0,0.0,0.0,0.0,0.3,0.22,1.12,0.22,1.12,0.0,1.18,1.7,1.4,0.0,0.3,Neutral
0.0,0.0,0.0,0.0,0.0,0.15,0.42,0.0,1.28,1.02,1.02,0.0,0.7,1.65,1.17,0.22,Negative
0.0,0.0,0.0,0.18,0.0,0.52,0.0,0.0,1.23,0.77,1.23,0.0,0.53,1.57,1.42,0.38,Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.47,0.98,0.98,0.0,0.32,1.6,1.28,0.0,Negative
0.0,0.0,0.0,0.0,0.0,0.13,0.35,0.0,1.53,0.0,1.18,0.0,0.27,1.8,1.8,0.27,Negative
0.0,0.0,0.0,0.0,0.28,0.13,0.0,0.0,0.95,0.0,0.0,0.0,0.28,1.08,1.08,0.28,Positive
0.0,0.0,0.0,0.0,0.09,0.55,0.8,0.0,1.43,0.38,0.63,0.0,0.23,1.98,1.45,0.09,Neutral
0.0,0.0,0.0,0.0,0.0,0.13,1.03,0.0,1.41,0.38,0.38,0.0,0.27,1.54,1.17,0.27,Negative
0.0,0.0,0.0,0.52,0.0,0.22,1.62,0.0,1.62,0.0,0.0,0.0,0.52,1.83,1.83,0.52,Negative
0.0,0.0,0.0,0.2,0.0,0.43,0.67,0.0,1.4,0.73,0.73,0.0,0.65,1.83,1.6,0.42,Negative
0.0,0.0,0.0,0.67,0.0,0.28,0.37,0.38,1.47,0.38,0.2,0.18,0.42,1.75,2.22,0.88,Negative
0.0,0.0,0.0,0.15,0.0,0.33,0.7,0.0,1.62,0.0,1.2,0.0,0.0,2.23,2.23,0.0,Positive
0.0,0.0,0.0,0.43,0.0,0.12,0.0,0.0,0.78,0.78,0.78,0.0,1.26,1.87,1.2,0.59,Neutral
0.0,0.0,0.0,0.18,0.0,0.0,0.97,0.95,1.92,0.95,0.95,0.0,0.3,1.92,2.1,0.48,Negative
0.0,0.0,0.0,0.81,0.0,0.96,1.73,0.0,1.73,0.0,0.0,0.0,1.69,1.73,1.27,1.23,Negative
0.0,0.0,0.0,0.0,0.0,0.22,2.45,0.0,2.18,0.0,0.0,0.0,0.22,2.66,2.45,0.0,Negative
0.0,0.0,0.0,0.0,0.18,0.42,1.07,0.0,1.07,0.0,0.0,0.0,0.78,1.28,0.88,0.38,Negative
0.0,0.0,0.0,0.17,0.0,0.37,0.7,0.0,0.28,0.0,0.0,0.0,0.12,1.28,1.33,0.17,Positive
0.0,0.0,0.0,0.0,0.0,0.12,1.47,0.0,1.37,0.0,0.0,0.0,0.65,1.9,1.37,0.22,Neutral
0.22,0.0,0.22,0.3,0.0,0.3,0.73,1.25,1.98,1.25,1.25,1.25,2.81,2.3,0.18,0.4,Negative
0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.58,1.6,2.1,0.83,1.08,1.65,2.28,0.83,0.2,Negative
0.2,0.0,0.0,0.3,0.43,0.3,1.16,0.0,1.03,0.2,0.0,0.0,0.33,1.66,1.96,0.63,Negative
0.0,0.0,0.0,0.0,0.0,0.23,0.85,0.0,0.85,0.0,0.0,0.0,0.0,1.08,1.08,0.0,Positive
0.0,0.0,0.0,0.7,0.0,0.95,1.78,0.0,1.5,1.23,0.0,0.0,0.85,2.4,1.88,0.33,Neutral
0.0,0.0,0.0,0.17,0.0,0.33,1.0,0.0,1.0,1.14,1.14,1.14,0.45,2.42,2.14,0.17,Negative
